,Recency,Frequency,Monetary,Cluster
0,0.5955835512607377,-0.3111008980722328,3.2062299838933814,0
1,-0.9522790918878472,1.0508801272713475,1.2159983303877746,0
2,-0.6035322617957277,-0.0199271918106461,0.5731876782537337,1
3,-0.8710640766609151,0.8768007812289629,1.139850128899356,0
4,0.5191458898706842,-0.800178288603886,-0.7230248542008271,2
5,0.8296738892677769,-0.6525888187799608,-0.7989100384031911,2
6,-0.7898490614339833,0.4898693415256616,0.8217274337987673,1
7,0.0127463831615792,-0.5585698117520652,-0.5820114933059,3
8,0.146512290594173,0.0729594348080189,0.1213469324885511,1
9,0.0605199215303627,-0.2903817552675778,0.0274446718199493,1
10,-0.8519546613134018,0.7240859880120445,1.402379103673193,0
11,-0.8041811229446183,1.2616398128908044,2.163372459097796,0
12,-0.9522790918878472,0.2782846631887367,1.045711217926618,1
13,-0.6847472770226596,1.4092292827147288,1.6414076267280535,0
14,-0.7134114000439297,1.0342018404771498,1.1106190181145577,0
15,0.4092667516224821,-0.4244757835098213,-0.4173371375187589,3
16,-0.9475017380509688,1.1860727082652636,1.277082917940595,0
17,-0.4363248775049855,-0.5885936102669607,-0.3620843794672234,3
18,-0.923614968866577,0.3500958956368532,0.2626964944762677,1
19,0.4283761669699955,-0.6198953950817022,-0.2539380989468321,3
20,2.067008533019269,-1.90639853193896,-0.43302092141757,2
21,-0.9427243842140904,-1.0983901436032688,-1.2139525323866742,3
22,2.038344409997999,-0.7604128783941132,0.0043185372015069,2
23,1.011213335069154,0.4155150754184957,0.4866548649938494,1
24,-0.718188753880808,0.9781380668515968,1.1213429600807066,0
25,-0.7468528769020781,0.8425861968426269,1.078433286655316,0
26,-0.6178643233063628,-0.0059176076491271,0.2543763088486836,1
27,0.5239232437075625,-0.0199271918106461,0.152884396116691,1
28,-0.842399953639645,0.3327896635063188,0.8561828226562931,1
29,-0.909282907355942,-0.800178288603886,-0.4973539766736529,3
30,0.901334196820952,-0.9850152581656804,-0.4288423718923609,2
31,0.5430326590550759,0.773799564670205,0.9546635060358152,1
32,-0.3407778007674185,1.27391857771776,1.2851343564273527,0
